Class,Sentence 1,Sentence 2,Similarity Score,Negation Count S1,Negation Count S2,Variation Type
Class 2,IoT-enabled surveillance systems do not enhance security.,Connected security cameras use IoT for real-time monitoring.,68.31,2,0,Odd negations - no cancel
Class 3,A smart refrigerator tracks food inventory.,An IoT-based irrigation system monitors soil moisture.,43.64401038,0,0,Original
Class 3,A smart refrigerator tracks food inventory.,An IoT-based not irrigation system do not monitors soil moisture.,21.82,0,3,Multiple negations S2
Class 3,A smart refrigerator tracks do not food inventory.,An IoT-based do not irrigation system monitors do not soil moisture.,37.1,2,4,Odd negations - no cancel
Class 3,A smart refrigerator tracks not food inventory.,An IoT-based irrigation system monitors soil moisture.,21.82,1,0,Single negation S1
Class 3,A smart refrigerator tracks food inventory.,An IoT-based not irrigation system monitors do not soil moisture.,21.82,0,3,Multiple negations S2
Class 3,A smart refrigerator tracks not food inventory.,An IoT-based irrigation not system monitors do not soil moisture.,37.1,1,3,Odd negations - no cancel
Class 3,IoT wearables measure heart rate and steps.,An AI chatbot answers customer queries in real time.,46.31017757,0,0,Original
Class 3,IoT wearables do not measure heart rate and steps.,An AI chatbot answers not customer queries in not real time.,39.36,2,2,Even negations - cancel
Class 3,IoT wearables measure heart rate and steps.,An AI chatbot answers customer do not queries in real time.,39.36,0,2,Single negation S2
Class 3,IoT wearables measure not heart rate and steps.,An AI chatbot answers customer queries in real time.,23.16,1,0,Single negation S1
Class 3,IoT wearables measure heart rate and steps.,An AI do not chatbot answers customer not queries in real time.,23.16,0,3,Multiple negations S2
Class 3,IoT wearables measure heart rate and steps.,An AI chatbot do not answers customer queries in do not real time.,39.36,0,4,Multiple negations S2
Class 3,IoT-enabled lighting systems adjust brightness.,A machine learning model predicts future sales trends.,43.35370836,0,0,Original
Class 3,IoT-enabled lighting systems adjust brightness.,A machine do not learning model predicts not future sales trends.,28.18,0,3,Multiple negations S2
Class 3,IoT-enabled lighting systems not adjust brightness.,A machine not learning model predicts not future sales trends.,28.18,1,2,Even negations - cancel
Class 3,IoT-enabled lighting systems not adjust brightness.,A machine learning model do not predicts future sales trends.,28.18,1,2,Even negations - cancel
Class 3,IoT-enabled lighting do not systems adjust brightness.,A machine learning model predicts future sales trends.,39.89,2,0,Single negation S1
Class 3,IoT-enabled lighting not systems adjust brightness.,A machine learning not model predicts future not sales trends.,28.18,1,2,Even negations - cancel
Class 3,Connected home appliances provide remote control.,A cybersecurity framework protects digital identities.,42.54209561,0,0,Original
Class 3,Connected home appliances provide remote control.,A cybersecurity framework protects not digital identities.,21.27,0,1,Odd negations - no cancel
Class 3,Connected home appliances do not provide remote control.,A cybersecurity not framework protects not digital identities.,36.16,2,2,Even negations - cancel
Class 3,Connected home not appliances provide do not remote control.,A cybersecurity framework protects not digital identities.,36.16,3,1,Odd negations - no cancel
Class 3,Connected home appliances provide remote control.,A cybersecurity not framework protects do not digital identities.,21.27,0,3,Multiple negations S2
Class 3,Connected home appliances provide remote control.,A cybersecurity not framework protects not digital identities.,36.16,0,2,Multiple negations S2
Class 3,IoT smart meters monitor energy consumption.,A blockchain ledger records cryptocurrency transactions.,44.18446606,0,0,Original
Class 3,IoT smart do not meters monitor energy consumption.,A blockchain ledger do not records cryptocurrency transactions.,37.56,2,2,Even negations - cancel
Class 3,IoT smart meters monitor energy consumption.,A blockchain ledger records do not cryptocurrency transactions.,37.56,0,2,Multiple negations S2
Class 3,IoT smart not meters monitor do not energy consumption.,A blockchain ledger not records cryptocurrency transactions.,37.56,3,1,Odd negations - no cancel
Class 3,IoT smart meters do not monitor energy consumption.,A blockchain ledger records do not cryptocurrency transactions.,37.56,2,2,Odd negations - no cancel
Class 3,IoT smart meters monitor not energy consumption.,A blockchain ledger records cryptocurrency transactions.,22.09,1,0,Single negation S1
Class 3,A connected car optimizes fuel efficiency.,A neural network classifies images into categories.,41.02622814,0,0,Original
Class 3,A connected car does not optimiz fuel efficiency.,A neural network does not classifi images into categories.,34.87,2,2,Even negations - cancel
Class 3,A connected car optimizes fuel efficiency.,A neural network does not classifi images into categories.,34.87,0,2,Single negation S2
Class 3,IoT-based predictive maintenance prevents equipment failure.,A decision tree model predicts customer purchase behavior.,48.32720826,0,0,Original
Class 3,IoT-based predictive maintenance does not prevent equipment failure.,A decision tree model not predicts customer purchase behavior.,24.16,2,1,Even negations - cancel
Class 3,IoT-based predictive maintenance does not prevent equipment failure.,A decision not tree model predicts customer do not purchase behavior.,24.16,2,3,Odd negations - no cancel
Class 3,IoT-based predictive maintenance does not prevent equipment failure.,A decision tree model predicts customer do not purchase behavior.,41.08,2,2,Even negations - cancel
Class 3,IoT-based predictive maintenance prevents equipment failure.,A decision tree do not model predicts not customer purchase behavior.,24.16,0,3,Multiple negations S2
Class 3,A GPS tracking system uses IoT to locate assets.,A facial recognition system verifies identities at airports.,40.01186811,0,0,Original
Class 3,A GPS tracking system uses IoT to locate assets.,A facial do not recognition system verifies do not identities at airports.,34.01,0,4,Multiple negations S2
Class 3,A GPS tracking do not system uses IoT to locate assets.,A facial recognition system not verifies identities at airports.,20.01,2,1,Even negations - cancel
Class 3,A GPS tracking not system uses IoT to do not locate assets.,A facial do not recognition system verifies identities at airports.,20.01,3,2,Odd negations - no cancel
Class 3,A GPS tracking system uses not IoT to locate assets.,A facial recognition system verifies identities at airports.,20.01,1,0,Odd negations - no cancel
Class 3,A GPS tracking system uses IoT to locate assets.,A facial recognition do not system verifies identities at airports.,34.01,0,2,Single negation S2
Class 3,IoT devices generate large amounts of data.,A clustering algorithm segments customers by buying behavior.,42.36734385,0,0,Original
Class 3,IoT devices generate large not amounts of data.,A clustering algorithm segments customers by buying behavior.,21.18,1,0,Odd negations - no cancel
Class 3,IoT devices generate large do not amounts of data.,A clustering algorithm not segments customers do not by buying behavior.,21.18,2,3,Odd negations - no cancel
Class 3,IoT devices generate large not amounts of data.,A clustering not algorithm segments customers by buying behavior.,36.01,1,1,Even negations - cancel
Class 3,Smart grids optimize energy distribution using IoT.,A random forest algorithm classifies email spam.,46.01691502,0,0,Original
Class 3,Smart grids optimize energy distribution using IoT.,A random forest algorithm does not classifi email spam.,39.11,0,2,Multiple negations S2
Class 3,Smart grids optimize not energy distribution do not using IoT.,A random forest algorithm classifies email spam.,23.01,3,0,Multiple negations S1
Class 3,Smart grids not optimize energy not distribution using IoT.,A random forest algorithm does not classifi email spam.,39.11,2,2,Even negations - cancel
Class 3,Smart grids optimize not energy distribution using IoT.,A random forest algorithm classifies email spam.,23.01,1,0,Single negation S1
Class 3,Smart grids do not optimize energy distribution do not using IoT.,A random forest algorithm classifies email spam.,39.11,4,0,Multiple negations S1
Class 4,IoT sensors collect temperature data.,A sorting algorithm arranges numbers in order.,27.76264964,0,0,Original
Class 4,IoT sensors do not collect temperature data.,A sorting algorithm arranges numbers in order.,23.6,2,0,Multiple negations S1
Class 4,IoT sensors not collect temperature data.,A sorting do not algorithm arranges do not numbers in order.,13.88,1,4,Odd negations - no cancel
Class 4,IoT sensors do not collect temperature data.,A sorting algorithm arranges not numbers in order.,13.88,2,1,Even negations - cancel
Class 4,IoT sensors not collect temperature data.,A sorting algorithm do not arranges numbers in order.,13.88,1,2,Odd negations - no cancel
Class 4,IoT sensors do not collect temperature data.,A sorting algorithm arranges do not numbers in order.,23.6,2,2,Even negations - cancel
